Name,Price,Stock,Status Code
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.60,In stock,200
The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,In stock,200
The Kite Runner,41.82,In stock,200
The House by the Lake,36.95,In stock,200
The Glittering Court (The Glittering Court #1),44.28,In stock,200
The Girl on the Train,55.02,In stock,200
The Genius of Birds,17.24,In stock,200
The Emerald Mystery,23.15,In stock,200
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,In stock,200
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.00,In stock,200
The Artist's Way: A Spiritual Path to Higher Creativity,38.49,In stock,200
The Art of War,33.34,In stock,200
The Argonauts,10.93,In stock,200
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,In stock,200
Suddenly in Love (Lake Haven #1),55.99,In stock,200
Something More Than This,16.24,In stock,200
Soft Apocalypse,26.12,In stock,200
So You've Been Publicly Shamed,12.23,In stock,200
Shoe Dog: A Memoir by the Creator of NIKE,23.99,In stock,200
"Shobu Samurai, Project Aryoku (#3)",29.06,In stock,200
Secrets and Lace (Fatal Hearts #1),20.27,In stock,200
Scarlett Epstein Hates It Here,43.55,In stock,200
Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,In stock,200
Redeeming Love,20.47,In stock,200
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,In stock,200
Poems That Make Grown Women Cry,14.19,In stock,200
"Nightingale, Sing",38.28,In stock,200
Night Sky with Exit Wounds,41.05,In stock,200
Mrs. Houdini,30.25,In stock,200
